Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region
C_CND_000163,1/12/2022,Male,46699,Scrivener Performance Engineering,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Passenger,Pasco
C_CND_000164,1/12/2022,Female,75363,Star Enterprises Inc,BMW,528i,Overhead Camshaft,Manual,Black,21000,99301-3882,SUV,Janesville
C_CND_000165,1/12/2022,Female,56863,Rabun Used Car Sales,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,Scottsdale
C_CND_000166,1/13/2022,Female,110235,Classic Chevy,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,85257-3102,SUV,Scottsdale
C_CND_000167,1/13/2022,Female,87591,Clay Johnson Auto Sales,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,78758-7841,SUV,Austin
C_CND_000168,1/13/2022,Male,39319,Diehl Motor CO Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11650,06457-3834,Sedan,Middletown
C_CND_000169,1/13/2022,Male,128910,Enterprise Rent A Car,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Sedan,Aurora
C_CND_000170,1/13/2022,Male,41187,Saab-Belle Dodge,Saturn,SW,Overhead Camshaft,Manual,Black,36000,60504-7114,Passenger,Aurora
C_CND_000171,1/13/2022,Male,118460,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,38701-8047,Passenger,Greenville
C_CND_000172,1/13/2022,Female,92223,Star Enterprises Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Sedan,Pasco
C_CND_000173,1/13/2022,Male,83396,Nebo Chevrolet,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,11800,06457-3834,Hardtop,Austin
C_CND_000174,1/13/2022,Male,98966,Star Enterprises Inc,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,99301-3882,Hatchback,Pasco
C_CND_000175,1/13/2022,Male,97749,Suburban Ford,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,53546-9427,Passenger,Janesville
C_CND_000176,1/13/2022,Male,72267,Tri-State Mack Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Passenger,Scottsdale
C_CND_000177,1/13/2022,Male,71929,U-Haul CO,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Passenger,Austin
C_CND_000178,1/13/2022,Male,100598,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16900,99301-3882,Passenger,Pasco
C_CND_000179,1/13/2022,Male,128292,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,Passenger,Janesville
C_CND_000180,1/13/2022,Male,107023,Rabun Used Car Sales,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,Hatchback,Scottsdale
C_CND_000181,1/13/2022,Male,64453,Race Car Help,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000,78758-7841,Passenger,Austin
C_CND_000182,1/13/2022,Male,55054,Race Car Help,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,Hardtop,Austin
C_CND_000183,1/13/2022,Male,58049,U-Haul CO,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,78758-7841,Hatchback,Middletown
C_CND_000184,1/13/2022,Female,46055,Progressive Shippers Cooperative Association No,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14200,53546-9427,SUV,Aurora
C_CND_000185,1/13/2022,Male,49252,Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Sedan,Greenville
C_CND_000186,1/17/2022,Male,119414,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,38701-8047,Hatchback,Greenville
C_CND_000187,1/17/2022,Male,122300,Hatfield Volkswagen,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,Pasco
C_CND_000188,1/17/2022,Male,51981,Iceberg Rentals,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Passenger,Janesville
C_CND_000189,1/17/2022,Male,134799,McKinney Dodge Chrysler Jeep,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,Scottsdale
C_CND_000190,1/17/2022,Male,74422,Tri-State Mack Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Sedan,Scottsdale
C_CND_000191,1/17/2022,Male,139171,U-Haul CO,Audi,A6,Overhead Camshaft,Manual,Black,25000,78758-7841,SUV,Austin
C_CND_000192,1/17/2022,Female,50236,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Sedan,Janesville
C_CND_000193,1/17/2022,Female,52628,Rabun Used Car Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,Scottsdale
C_CND_000194,1/17/2022,Male,124327,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,Middletown
C_CND_000195,1/17/2022,Male,71866,C & M Motors Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,SUV,Aurora
C_CND_000196,1/17/2022,Male,96947,Capitol KIA,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,38701-8047,Hatchback,Greenville
C_CND_000197,1/17/2022,Male,89313,Chrysler of Tri-Cities,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,SUV,Pasco
C_CND_000198,1/17/2022,Female,81531,Ryder Truck Rental and Leasing,Ford,Mustang,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,Middletown
C_CND_000199,1/17/2022,Male,93908,Saab-Belle Dodge,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,60504-7114,SUV,Aurora
C_CND_000200,1/17/2022,Male,79654,Scrivener Performance Engineering,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Passenger,Greenville
C_CND_000201,1/17/2022,Male,82446,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,Pasco
C_CND_000202,1/17/2022,Male,142483,Race Car Help,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Pasco
C_CND_000203,1/17/2022,Male,76218,Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,Janesville
C_CND_000204,1/17/2022,Male,64428,Saab-Belle Dodge,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,Scottsdale
C_CND_000205,1/17/2022,Male,98125,Ryder Truck Rental and Leasing,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hardtop,Middletown
C_CND_000206,1/19/2022,Male,32159,Motor Vehicle Branch Office,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,78758-7841,Sedan,Austin
C_CND_000207,1/19/2022,Male,137061,Nebo Chevrolet,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,Middletown
C_CND_000208,1/19/2022,Female,136989,Race Car Help,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16000,78758-7841,Sedan,Austin
C_CND_000209,1/19/2022,Male,80940,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,Middletown
C_CND_000210,1/19/2022,Male,54191,Chrysler Plymouth,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,Janesville
C_CND_000211,1/19/2022,Male,148928,Classic Chevy,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13500,85257-3102,Hatchback,Scottsdale
C_CND_000212,1/19/2022,Male,51774,Suburban Ford,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9250,53546-9427,Passenger,Janesville
C_CND_000213,1/19/2022,Male,71668,Tri-State Mack Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,Scottsdale
C_CND_000214,1/19/2022,Male,142443,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,99301-3882,Hatchback,Middletown
C_CND_000215,1/19/2022,Male,87674,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,29500,53546-9427,Sedan,Aurora
C_CND_000216,1/21/2022,Male,45029,New Castle Ford Lincoln Mercury,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,Aurora
C_CND_000217,1/21/2022,Male,139676,Pars Auto Sales,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,38701-8047,Hatchback,Greenville
C_CND_000218,1/21/2022,Female,48586,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,99301-3882,SUV,Pasco
C_CND_000219,1/21/2022,Female,134357,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,53546-9427,SUV,Janesville
C_CND_000220,1/21/2022,Female,35438,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Black,21000,85257-3102,SUV,Scottsdale
C_CND_000221,1/21/2022,Male,55364,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,SUV,Aurora
C_CND_000222,1/21/2022,Male,40144,Scrivener Performance Engineering,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,38701-8047,Passenger,Greenville
C_CND_000223,1/21/2022,Male,89876,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hatchback,Pasco
C_CND_000224,1/21/2022,Male,144306,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,53546-9427,Sedan,Janesville
C_CND_000225,1/21/2022,Male,127683,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,85257-3102,Hatchback,Scottsdale
C_CND_000226,1/21/2022,Male,105725,Clay Johnson Auto Sales,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Passenger,Austin
C_CND_000227,1/21/2022,Male,49381,Diehl Motor CO Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hatchback,Middletown
C_CND_000228,1/21/2022,Male,112128,Enterprise Rent A Car,Volvo,S40,Overhead Camshaft,Manual,Black,36000,60504-7114,Sedan,Aurora
C_CND_000229,1/21/2022,Female,95215,Gartner Buick Hyundai Saab,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Sedan,Greenville
C_CND_000230,1/21/2022,Male,96016,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,99301-3882,Hatchback,Pasco
C_CND_000231,1/21/2022,Male,39079,Chrysler Plymouth,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,53546-9427,Hardtop,Janesville
C_CND_000232,1/21/2022,Male,119972,Diehl Motor CO Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,Middletown
C_CND_000233,1/21/2022,Male,36202,Rabun Used Car Sales,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,Scottsdale
C_CND_000234,1/21/2022,Male,30283,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin
C_CND_000235,1/21/2022,Female,74532,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Hatchback,Middletown
C_CND_000236,1/21/2022,Male,76489,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,85257-3102,SUV,Greenville
C_CND_000237,1/21/2022,Male,70399,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23500,78758-7841,SUV,Pasco
C_CND_000238,1/21/2022,Female,56902,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,Janesville
C_CND_000239,1/21/2022,Male,110024,C & M Motors Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Hatchback,Scottsdale
C_CND_000240,1/21/2022,Male,96487,Star Enterprises Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,Pasco
C_CND_000241,1/23/2022,Male,32726,Race Car Help,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Sedan,Austin
C_CND_000242,1/23/2022,Male,115589,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60750,06457-3834,Sedan,Middletown
C_CND_000243,1/23/2022,Male,39606,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hardtop,Janesville
C_CND_000244,1/23/2022,Male,109127,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,06457-3834,Passenger,Middletown
C_CND_000245,1/23/2022,Female,146441,Iceberg Rentals,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,Janesville
C_CND_000246,1/23/2022,Male,132842,McKinney Dodge Chrysler Jeep,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,Scottsdale
C_CND_000247,1/23/2022,Male,63540,Enterprise Rent A Car,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,Aurora
C_CND_000248,1/23/2022,Male,136291,Scrivener Performance Engineering,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hatchback,Greenville
C_CND_000249,1/23/2022,Male,118584,Chrysler of Tri-Cities,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,99301-3882,SUV,Middletown
C_CND_000250,1/23/2022,Female,82356,U-Haul CO,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,Hardtop,Austin
C_CND_000251,1/24/2022,Male,76891,Saab-Belle Dodge,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,Aurora
C_CND_000252,1/24/2022,Male,74259,C & M Motors Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,Aurora
C_CND_000253,1/24/2022,Male,85498,Motor Vehicle Branch Office,Ford,Ranger,Overhead Camshaft,Manual,Black,18500,78758-7841,Hatchback,Austin
C_CND_000254,1/24/2022,Female,144963,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,SUV,Pasco
C_CND_000255,1/24/2022,Male,94537,Classic Chevy,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Sedan,Greenville
C_CND_000256,1/26/2022,Male,111584,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21500,38701-8047,SUV,Greenville
C_CND_000257,1/26/2022,Female,71502,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Sedan,Greenville
C_CND_000258,1/26/2022,Male,52380,Nebo Chevrolet,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,Middletown
C_CND_000259,1/26/2022,Male,35826,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41100,53546-9427,Passenger,Janesville
C_CND_000260,1/26/2022,Male,69301,Clay Johnson Auto Sales,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22500,78758-7841,Hatchback,Pasco
C_CND_000261,1/27/2022,Female,93388,Star Enterprises Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,SUV,Pasco
C_CND_000262,1/27/2022,Male,41156,Suburban Ford,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20200,53546-9427,SUV,Janesville
C_CND_000263,1/27/2022,Female,109177,Tri-State Mack Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,59000,85257-3102,Sedan,Scottsdale
C_CND_000264,1/27/2022,Male,44617,U-Haul CO,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,SUV,Austin
C_CND_000265,1/27/2022,Male,58532,Chrysler of Tri-Cities,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57000,99301-3882,SUV,Pasco
C_CND_000266,1/27/2022,Female,50686,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,53546-9427,SUV,Janesville
C_CND_000267,1/27/2022,Male,76039,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale
C_CND_000268,1/27/2022,Female,139169,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,Austin
C_CND_000269,1/27/2022,Female,132837,New Castle Ford Lincoln Mercury,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,60504-7114,Hatchback,Aurora
C_CND_000270,1/27/2022,Female,97626,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000,38701-8047,Hatchback,Greenville
C_CND_000271,1/27/2022,Female,119248,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,99301-3882,Hatchback,Pasco
C_CND_000272,1/27/2022,Female,94812,Progressive Shippers Cooperative Association No,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Hatchback,Janesville
C_CND_000273,1/27/2022,Male,121242,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,85257-3102,Hatchback,Scottsdale
C_CND_000274,1/27/2022,Male,81856,U-Haul CO,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,Austin
C_CND_000275,1/27/2022,Male,71731,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Sedan,Middletown
C_CND_000276,1/27/2022,Male,35431,C & M Motors Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19100,60504-7114,Sedan,Aurora
C_CND_000277,1/27/2022,Female,95904,Diehl Motor CO Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,Janesville
C_CND_000278,1/27/2022,Male,39148,Enterprise Rent A Car,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,60504-7114,Passenger,Scottsdale
C_CND_000279,1/27/2022,Female,44287,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,Austin
C_CND_000280,1/27/2022,Male,72938,Hatfield Volkswagen,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Janesville
C_CND_000281,1/28/2022,Male,123337,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Passenger,Janesville
C_CND_000282,1/28/2022,Male,110069,Diehl Motor CO Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,Middletown
C_CND_000283,1/28/2022,Female,124412,Rabun Used Car Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,85257-3102,Hatchback,Scottsdale
C_CND_000284,1/28/2022,Male,38289,Capitol KIA,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33000,38701-8047,Passenger,Greenville
C_CND_000285,1/28/2022,Male,84793,Iceberg Rentals,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25000,53546-9427,Sedan,Scottsdale
C_CND_000286,1/30/2022,Male,94041,Rabun Used Car Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43000,85257-3102,Sedan,Scottsdale
C_CND_000287,1/30/2022,Male,123633,Race Car Help,BMW,328i,Overhead Camshaft,Manual,Pale White,21001,78758-7841,Sedan,Austin
C_CND_000288,1/30/2022,Male,146034,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11501,06457-3834,Hatchback,Middletown
C_CND_000289,1/30/2022,Female,141479,Enterprise Rent A Car,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,60504-7114,Hatchback,Aurora
C_CND_000290,1/30/2022,Male,108301,Gartner Buick Hyundai Saab,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,38701-8047,SUV,Greenville
C_CND_000291,1/30/2022,Male,76425,Hatfield Volkswagen,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,Hatchback,Pasco
C_CND_000292,1/30/2022,Male,73816,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin
C_CND_000293,1/30/2022,Female,78936,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Hatchback,Middletown
C_CND_000294,1/30/2022,Male,66680,Saab-Belle Dodge,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,60504-7114,Hatchback,Aurora
C_CND_000295,1/30/2022,Male,133016,Chrysler of Tri-Cities,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,99301-3882,Passenger,Pasco
C_CND_000296,1/30/2022,Female,70940,Chrysler Plymouth,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,Hatchback,Janesville
C_CND_000297,1/30/2022,Male,70598,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,Manual,Pale White,27500,60504-7114,Hardtop,Aurora
C_CND_000298,1/30/2022,Female,108358,McKinney Dodge Chrysler Jeep,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Austin
C_CND_000299,1/30/2022,Male,138543,Motor Vehicle Branch Office,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,78758-7841,Sedan,Middletown
C_CND_000300,1/30/2022,Female,136108,Nebo Chevrolet,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,Aurora
C_CND_000301,1/31/2022,Female,65388,Saab-Belle Dodge,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,60504-7114,SUV,Aurora
C_CND_000302,1/31/2022,Male,64319,Scrivener Performance Engineering,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24250,38701-8047,SUV,Greenville
C_CND_000303,1/31/2022,Female,98343,Star Enterprises Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,99301-3882,SUV,Pasco
C_CND_000304,1/31/2022,Female,41659,Iceberg Rentals,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54500,53546-9427,SUV,Janesville
C_CND_000305,1/31/2022,Male,47476,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Sedan,Scottsdale
C_CND_000306,1/31/2022,Male,46393,Motor Vehicle Branch Office,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37000,78758-7841,Hatchback,Austin
C_CND_000307,1/31/2022,Female,90578,Scrivener Performance Engineering,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,38701-8047,SUV,Greenville
C_CND_000308,1/31/2022,Female,73670,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hatchback,Pasco
C_CND_000309,1/31/2022,Female,53289,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,53546-9427,Passenger,Janesville
C_CND_000310,1/31/2022,Male,77175,Clay Johnson Auto Sales,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,78758-7841,SUV,Austin
C_CND_000311,1/31/2022,Male,66212,Diehl Motor CO Inc,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25100,06457-3834,Hatchback,Middletown
